UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
KOTAK202606041100035,775811580438,2839860,INR,2026-05-30T05:00:46.276Z,KOTAK,ORD-41EB0E349809,SETTLED
KOTAK202606046337157,180700201316,3401437,INR,2026-05-29T23:00:46.276Z,KOTAK,ORD-F7580ED8E89A,SETTLED
KOTAK202606043517947,832333326184,2588761,INR,2026-06-03T16:00:46.276Z,KOTAK,ORD-7CAB9C9D04E5,SETTLED
KOTAK202606041024285,492378839211,3540010,INR,2026-06-04T02:00:46.276Z,KOTAK,ORD-3B39255B8B1A,SETTLED
KOTAK202606046696061,501192256369,1237729,INR,2026-06-01T21:00:46.276Z,KOTAK,ORD-0E2C5E7A9FF3,SETTLED
KOTAK202606048163600,451616443378,1945795,INR,2026-06-04T13:00:46.276Z,KOTAK,ORD-57C89A7C8558,PENDING
KOTAK202606040597557,071396003953,1762038,INR,2026-06-02T12:00:46.276Z,KOTAK,ORD-00A8FC67850B,SETTLED
KOTAK202606049112249,102471850657,1413017,INR,2026-06-03T08:00:46.276Z,KOTAK,ORD-E465F85B317E,SETTLED
KOTAK202606048670425,941852409974,4912283,INR,2026-06-04T00:00:46.276Z,KOTAK,ORD-431AEACDCFDC,SETTLED
KOTAK202606048552573,906378454957,4663465,INR,2026-05-29T22:00:46.276Z,KOTAK,ORD-C2883470EABD,SETTLED
KOTAK202606048048681,648234047297,3132034,INR,2026-05-28T19:00:46.276Z,KOTAK,ORD-22E668A98ACB,SETTLED
KOTAK202606040107582,108067038020,3232895,INR,2026-05-28T19:00:46.276Z,KOTAK,ORD-EEEAB3A72807,SETTLED
KOTAK202606048962433,030044826004,2513011,INR,2026-06-01T11:00:46.276Z,KOTAK,ORD-8AA4F0D8D2AE,SETTLED
KOTAK202606044593842,713998575707,2408896,INR,2026-05-29T16:00:46.276Z,KOTAK,ORD-32C2FF5A23C2,SETTLED
KOTAK202606043816643,240055013415,2944314,INR,2026-06-04T15:00:46.276Z,KOTAK,ORD-D706D79403CF,SETTLED
KOTAK202606044002406,542367740779,4284063,INR,2026-05-29T15:00:46.276Z,KOTAK,ORD-EEDF61C88DD4,SETTLED
KOTAK202606041915493,882412848716,2145833,INR,2026-05-30T06:00:46.276Z,KOTAK,ORD-45965FC196EC,SETTLED
KOTAK202606042551392,932978170084,1822518,INR,2026-06-01T06:00:46.276Z,KOTAK,ORD-44A3E5C095E0,SETTLED
KOTAK202606049475373,479554618691,2675495,INR,2026-06-03T10:00:46.276Z,KOTAK,ORD-8AACCF256075,SETTLED
KOTAK202606045011835,604292908670,1441989,INR,2026-06-02T15:00:46.276Z,KOTAK,ORD-C817244F6CF2,SETTLED
KOTAK202606040934845,809983499919,1444600,INR,2026-06-04T03:00:46.276Z,KOTAK,ORD-25CEE0D7B1BC,SETTLED
KOTAK202606042500675,316970708771,2466000,INR,2026-06-04T03:00:46.276Z,KOTAK,ORD-BC16F4C351C3,SETTLED
KOTAK202606042125434,212370533409,691994,INR,2026-05-28T22:00:46.276Z,KOTAK,ORD-C63DCAE42819,SETTLED
KOTAK202606045292349,632674753245,1938096,INR,2026-05-31T22:00:46.276Z,KOTAK,ORD-0940BD9321D8,SETTLED
KOTAK202606048899970,434122409028,3060044,INR,2026-06-02T23:00:46.276Z,KOTAK,ORD-65A950F5CFAE,SETTLED
