UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
ICICI202606042884883,694001406024,1385153,INR,2026-06-02T19:47:22.247Z,ICICI,ORD-195CE1476B34,SETTLED
ICICI202606048142839,004017000686,3545957,INR,2026-06-03T01:47:22.247Z,ICICI,ORD-5C0F681E63FF,SETTLED
ICICI202606048822801,095015457947,4232928,INR,2026-06-03T12:47:22.247Z,ICICI,ORD-D3B1301FF7F1,SETTLED
ICICI202606041202782,348166297673,4344268,INR,2026-06-03T20:47:22.247Z,ICICI,ORD-6CC125986DD9,SETTLED
ICICI202606046833638,472142300223,4581834,INR,2026-06-02T03:47:22.247Z,ICICI,ORD-C7FF5EC027C9,SETTLED
ICICI202606041231497,802935827354,2589141,INR,2026-05-31T23:47:22.247Z,ICICI,ORD-E13D167BD6BF,SETTLED
ICICI202606046891818,435210397663,4739479,INR,2026-06-01T19:47:22.247Z,ICICI,ORD-00AC2854241C,SETTLED
ICICI202606048718734,835459198079,765474,INR,2026-06-01T17:47:22.247Z,ICICI,ORD-2D85635F4BEE,SETTLED
ICICI202606042180251,851294561394,4526252,INR,2026-06-02T22:47:22.248Z,ICICI,ORD-F3088B405578,SETTLED
ICICI202606048212673,010259446134,1141961,INR,2026-05-29T18:47:22.248Z,ICICI,ORD-84086461B6C4,SETTLED
ICICI202606046257465,409353311507,3838220,INR,2026-05-30T15:47:22.248Z,ICICI,ORD-294B86A0F368,SETTLED
ICICI202606046849050,943082041978,612183,INR,2026-05-31T21:47:22.248Z,ICICI,ORD-728E8FA51A09,SETTLED
ICICI202606041758942,451555808018,348179,INR,2026-06-01T05:47:22.248Z,ICICI,ORD-0C7AE0B245AE,SETTLED
ICICI202606040349155,066108189955,4748094,INR,2026-05-29T09:47:22.248Z,ICICI,ORD-B5426ACCB79E,SETTLED
ICICI202606046772811,977847895558,1945822,INR,2026-06-03T09:47:22.248Z,ICICI,ORD-3D4F6399CE2C,SETTLED
ICICI202606041095737,273586260405,836705,INR,2026-06-03T04:47:22.248Z,ICICI,ORD-EFA01C3C1CEE,SETTLED
ICICI202606043709522,296763321299,1087788,INR,2026-05-30T03:47:22.248Z,ICICI,ORD-B9CF35F25E42,SETTLED
ICICI202606047866676,640976697448,4080415,INR,2026-06-04T06:47:22.248Z,ICICI,ORD-BAA5A9E5EFAB,SETTLED
ICICI202606041292481,297689969818,1394505,INR,2026-05-29T21:47:22.248Z,ICICI,ORD-3467699C1533,SETTLED
ICICI202606049694285,746411303628,1501580,INR,2026-05-31T05:47:22.248Z,ICICI,ORD-271934703669,SETTLED
ICICI202606046383530,131743356261,4333791,INR,2026-06-04T15:47:22.248Z,ICICI,ORD-E714D4608E7F,PENDING
ICICI202606048786936,842547491242,3863130,INR,2026-05-29T02:47:22.248Z,ICICI,ORD-DE29B7F4E6A8,SETTLED
ICICI202606044976938,920572505672,4486775,INR,2026-05-31T02:47:22.248Z,ICICI,ORD-873C7FB29C54,PENDING
ICICI202606045320208,869980851206,1001340,INR,2026-06-02T20:47:22.248Z,ICICI,ORD-8A6012BDB5F5,SETTLED
ICICI202606046903000,498435842191,2902715,INR,2026-06-01T05:47:22.248Z,ICICI,ORD-3222417FE931,SETTLED
ICICI202606046517171,978037069081,3463522,INR,2026-06-03T14:47:22.248Z,ICICI,ORD-1A3CBF4226A7,SETTLED
ICICI202606041408551,507567110571,2578295,INR,2026-05-31T15:47:22.248Z,ICICI,ORD-16BFE36BC239,SETTLED
ICICI202606044458805,335122784327,1086425,INR,2026-06-04T09:47:22.248Z,ICICI,ORD-EA9D5EB1A179,SETTLED
ICICI202606042793654,056654863340,4203100,INR,2026-06-01T06:47:22.248Z,ICICI,ORD-8BA157A581BC,SETTLED
ICICI202606041459352,956869730526,4999377,INR,2026-05-30T14:47:22.248Z,ICICI,ORD-A1440F417BC3,SETTLED
ICICI202606040456527,727116105841,3685121,INR,2026-06-02T10:47:22.248Z,ICICI,ORD-3C0867505FD0,SETTLED
ICICI202606041840732,854832302702,1157808,INR,2026-05-30T01:47:22.248Z,ICICI,ORD-D7EF6971B638,SETTLED
ICICI202606043853095,603965553229,812403,INR,2026-06-01T04:47:22.248Z,ICICI,ORD-10F35416861B,SETTLED
ICICI202606046636480,861956170761,1126793,INR,2026-06-01T02:47:22.248Z,ICICI,ORD-8BBFDFC72CFC,SETTLED
ICICI202606045241554,234002908322,4858698,INR,2026-05-31T10:47:22.248Z,ICICI,ORD-B2D5092044E8,SETTLED
ICICI202606043015603,842196553766,3630993,INR,2026-06-01T21:47:22.248Z,ICICI,ORD-BB4BCBF7E810,SETTLED
ICICI202606042116087,621785713933,1483805,INR,2026-06-02T05:47:22.248Z,ICICI,ORD-022BBBE2768D,SETTLED
ICICI202606044523371,387919890427,4673027,INR,2026-06-04T15:47:22.248Z,ICICI,ORD-2465BF50B8F1,SETTLED
ICICI202606046516771,209454478574,1108353,INR,2026-06-03T17:47:22.248Z,ICICI,ORD-0C01A2DD252C,SETTLED
ICICI202606042887517,794236672570,489462,INR,2026-06-04T11:47:22.248Z,ICICI,ORD-A9BF9AC05B0B,SETTLED
ICICI202606041919092,847529270914,3075010,INR,2026-05-29T08:47:22.248Z,ICICI,ORD-9187008D2719,SETTLED
ICICI202606042209791,386444417677,2161841,INR,2026-06-01T18:47:22.248Z,ICICI,ORD-5BAE3A91D5C3,SETTLED
ICICI202606042358428,146257132444,1625092,INR,2026-05-31T01:47:22.248Z,ICICI,ORD-54EBDD6669B1,SETTLED
ICICI202606048059399,688853294149,1712058,INR,2026-06-02T07:47:22.248Z,ICICI,ORD-7A26B05D5F69,SETTLED
ICICI202606040714805,093775400625,2787311,INR,2026-05-29T23:47:22.248Z,ICICI,ORD-B9CF0CC3FEAB,SETTLED
ICICI202606048520597,015373947732,3350528,INR,2026-05-31T12:47:22.248Z,ICICI,ORD-F10EBAB793B1,SETTLED
ICICI202606042677920,872448097764,4522143,INR,2026-06-04T06:47:22.248Z,ICICI,ORD-8B58D517775C,SETTLED
ICICI202606046104371,594971246446,4672912,INR,2026-05-31T16:47:22.248Z,ICICI,ORD-4B932ACD18A4,SETTLED
ICICI202606040244175,397043343280,3949364,INR,2026-05-30T09:47:22.248Z,ICICI,ORD-01F1AF095DC8,SETTLED
ICICI202606046170922,958225194180,906138,INR,2026-06-02T08:47:22.248Z,ICICI,ORD-4E1056F65D8C,PENDING
ICICI202606045730290,673108011210,2243922,INR,2026-05-31T06:47:22.248Z,ICICI,ORD-78557691EAA2,SETTLED
ICICI202606047996453,570486313744,1209629,INR,2026-06-01T02:47:22.248Z,ICICI,ORD-80B74F219F5B,SETTLED
ICICI202606046838676,884166959031,650713,INR,2026-06-01T13:47:22.248Z,ICICI,ORD-70DB4881CA70,SETTLED
ICICI202606047269067,982733666381,2431784,INR,2026-05-28T23:47:22.248Z,ICICI,ORD-D0E2613AC778,SETTLED
ICICI202606046695428,489243952400,2912346,INR,2026-05-29T01:47:22.248Z,ICICI,ORD-EEAC3DA31463,SETTLED
ICICI202606045041220,704031672839,538217,INR,2026-06-04T09:47:22.248Z,ICICI,ORD-1109073681E2,SETTLED
ICICI202606042888339,453804506226,3692129,INR,2026-05-29T09:47:22.248Z,ICICI,ORD-D0C3BE84AC99,SETTLED
ICICI202606046571425,569146679603,587579,INR,2026-05-29T20:47:22.248Z,ICICI,ORD-DBB38317F475,SETTLED
ICICI202606047496303,150118253994,3114221,INR,2026-06-02T23:47:22.248Z,ICICI,ORD-EAD6CDF18E96,SETTLED
ICICI202606048015349,805401550800,3171101,INR,2026-05-30T11:47:22.248Z,ICICI,ORD-C47A954EEE2D,SETTLED
ICICI202606046105846,330183021928,4079709,INR,2026-05-29T05:47:22.248Z,ICICI,ORD-1BC330567582,SETTLED
ICICI202606048191559,568398226419,1828921,INR,2026-05-30T01:47:22.248Z,ICICI,ORD-3EBF44DCA62C,SETTLED
ICICI202606041150841,222892414374,2425223,INR,2026-06-01T07:47:22.248Z,ICICI,ORD-CC106F2ED59C,SETTLED
ICICI202606046378812,374204260109,2722059,INR,2026-05-29T09:47:22.248Z,ICICI,ORD-E5599422FA65,SETTLED
ICICI202606049292294,619738910753,167507,INR,2026-05-31T02:47:22.248Z,ICICI,ORD-B7523A78BAE3,SETTLED
ICICI202606045689517,875004716767,751611,INR,2026-05-28T22:47:22.248Z,ICICI,ORD-DB986125E749,SETTLED
ICICI202606048003007,754253576252,4003158,INR,2026-05-30T10:47:22.248Z,ICICI,ORD-9072DB473498,SETTLED
ICICI202606044430496,542211541205,525584,INR,2026-06-04T13:47:22.248Z,ICICI,ORD-9AFC8A68F1C7,SETTLED
ICICI202606042873980,029659241248,2379710,INR,2026-05-30T04:47:22.248Z,ICICI,ORD-FCDFE3109EBD,SETTLED
ICICI202606047949349,147942186928,255920,INR,2026-06-02T05:47:22.248Z,ICICI,ORD-B8DD03C9CA7D,SETTLED
ICICI202606043676387,308005637284,4621833,INR,2026-05-30T07:47:22.248Z,ICICI,ORD-B3893EBBACD1,SETTLED
ICICI202606042432248,486968496152,4774880,INR,2026-06-04T10:47:22.248Z,ICICI,ORD-489D2CB03EB5,SETTLED
ICICI202606044320293,765499402680,1798818,INR,2026-05-31T19:47:22.248Z,ICICI,ORD-B371A6C18426,SETTLED
ICICI202606046889676,112883688386,4882705,INR,2026-06-03T01:47:22.248Z,ICICI,ORD-11D4A3EBD2D2,SETTLED
ICICI202606047684795,098885957238,3053354,INR,2026-06-01T22:47:22.248Z,ICICI,ORD-68E37BAC9946,SETTLED
ICICI202606046501252,834487934181,4977908,INR,2026-06-04T05:47:22.248Z,ICICI,ORD-DB509C820B99,SETTLED
ICICI202606044812918,910878627911,3458167,INR,2026-06-04T12:47:22.249Z,ICICI,ORD-420427627E29,SETTLED
ICICI202606045171407,111030044688,4077229,INR,2026-05-31T16:47:22.249Z,ICICI,ORD-6ADFBCE12762,SETTLED
ICICI202606042327961,162445231720,3258465,INR,2026-05-28T20:47:22.249Z,ICICI,ORD-91E5A1D2E36F,SETTLED
ICICI202606049354757,995277425773,1918951,INR,2026-05-31T15:47:22.249Z,ICICI,ORD-F1A7CD94DA79,SETTLED
ICICI202606042388383,848230806409,4543505,INR,2026-06-02T05:47:22.249Z,ICICI,ORD-693BBBA3991F,SETTLED
ICICI202606048660155,113703545008,2796355,INR,2026-06-02T09:47:22.249Z,ICICI,ORD-F23A9DD1F62F,SETTLED
ICICI202606048051156,616602772802,2987253,INR,2026-06-02T08:47:22.249Z,ICICI,ORD-BA3C79911D7D,SETTLED
ICICI202606048439308,738866467086,3146808,INR,2026-06-01T23:47:22.249Z,ICICI,ORD-6823793A1ADC,SETTLED
ICICI202606041938096,801330002598,2080680,INR,2026-06-02T12:47:22.249Z,ICICI,ORD-744FDA5FEB05,SETTLED
ICICI202606042058777,739637434402,3881549,INR,2026-06-01T20:47:22.249Z,ICICI,ORD-6DF8BD5DA8EC,SETTLED
ICICI202606049562732,147793809241,3152494,INR,2026-06-02T11:47:22.249Z,ICICI,ORD-210759CF1351,SETTLED
ICICI202606040956644,198417861769,2629351,INR,2026-05-31T15:47:22.249Z,ICICI,ORD-E8C92BF0EA9D,SETTLED
ICICI202606049074317,735714885071,3329157,INR,2026-05-29T08:47:22.249Z,ICICI,ORD-D5525D1F4693,PENDING
ICICI202606040411864,633776148441,4398081,INR,2026-05-30T01:47:22.249Z,ICICI,ORD-96D58F796822,SETTLED
ICICI202606041351265,959741356355,202189,INR,2026-06-01T16:47:22.249Z,ICICI,ORD-20F2A8C62B95,SETTLED
ICICI202606045951753,244474393731,3184332,INR,2026-06-01T15:47:22.249Z,ICICI,ORD-C1DD33BE6E41,SETTLED
ICICI202606043034484,736994987451,1950045,INR,2026-05-29T13:47:22.249Z,ICICI,ORD-8557EE5C78F0,SETTLED
ICICI202606046671163,666880696006,4127306,INR,2026-06-04T09:47:22.249Z,ICICI,ORD-6AB1B2520C73,SETTLED
ICICI202606045264462,164445054361,4800634,INR,2026-06-04T07:47:22.249Z,ICICI,ORD-97D044E6D2E2,SETTLED
ICICI202606049422181,347664206314,1966554,INR,2026-05-31T11:47:22.249Z,ICICI,ORD-950D1EE8A777,SETTLED
ICICI202606049205819,698593139671,3101209,INR,2026-06-04T13:47:22.249Z,ICICI,ORD-972863E15930,SETTLED
ICICI202606041130558,500660765782,488949,INR,2026-06-03T12:47:22.249Z,ICICI,ORD-6EE49F48B55D,SETTLED
ICICI202606048756984,076121599906,1418713,INR,2026-05-29T06:47:22.249Z,ICICI,ORD-4FA0FFCA0975,SETTLED
ICICI202606043345170,603692054380,3691060,INR,2026-05-30T03:47:22.249Z,ICICI,ORD-141DC7667123,SETTLED
ICICI202606049409212,753119549121,4432483,INR,2026-06-04T14:47:22.249Z,ICICI,ORD-DF356793C447,SETTLED
ICICI202606047080558,029434117779,1957552,INR,2026-06-04T07:47:22.249Z,ICICI,ORD-76FAEAA8B315,PENDING
ICICI202606048035086,111712913955,1796813,INR,2026-05-29T06:47:22.249Z,ICICI,ORD-6347D164F7C8,SETTLED
ICICI202606041567266,933425145520,4267401,INR,2026-06-01T14:47:22.249Z,ICICI,ORD-C6A86EFD475C,SETTLED
ICICI202606049998619,962198183130,641342,INR,2026-06-03T23:47:22.249Z,ICICI,ORD-436DDC6F26A9,SETTLED
ICICI202606043388819,648114517289,1181065,INR,2026-05-29T04:47:22.249Z,ICICI,ORD-792689B8FDC4,SETTLED
ICICI202606046658028,080094206759,4182369,INR,2026-06-01T21:47:22.249Z,ICICI,ORD-22831D5007BC,SETTLED
ICICI202606044631019,376940233797,1976614,INR,2026-06-02T04:47:22.249Z,ICICI,ORD-B709C6E9F293,SETTLED
ICICI202606045963707,180474590975,3594440,INR,2026-06-03T13:47:22.249Z,ICICI,ORD-B8A985D64FEC,PENDING
ICICI202606044406384,703057619121,2625619,INR,2026-05-29T01:47:22.249Z,ICICI,ORD-ECD2C681646B,SETTLED
ICICI202606042366990,630203953923,3835537,INR,2026-05-29T23:47:22.249Z,ICICI,ORD-67DA8E6F7667,SETTLED
ICICI202606044062840,014531981509,833946,INR,2026-05-30T23:47:22.249Z,ICICI,ORD-9DE9D020478E,SETTLED
ICICI202606042248614,607773864807,3313938,INR,2026-06-04T04:47:22.249Z,ICICI,ORD-7D68C7A3706B,SETTLED
ICICI202606042233372,979003904249,2116465,INR,2026-06-01T13:47:22.249Z,ICICI,ORD-6A4FBC5DF865,SETTLED
ICICI202606047972813,314806156939,4277767,INR,2026-05-31T15:47:22.249Z,ICICI,ORD-E2879454BE80,PENDING
ICICI202606045323803,215766278005,4127582,INR,2026-05-31T19:47:22.249Z,ICICI,ORD-446E99CBB2BB,SETTLED
ICICI202606048583798,787512660891,3043090,INR,2026-05-29T14:47:22.249Z,ICICI,ORD-D7D657EFD176,PENDING
ICICI202606043054472,023381033309,1858574,INR,2026-06-04T17:47:22.249Z,ICICI,ORD-D36830651206,SETTLED
ICICI202606043910943,380501300702,2534980,INR,2026-05-29T17:47:22.249Z,ICICI,ORD-853684EB4110,SETTLED
ICICI202606041904707,112240287969,2729836,INR,2026-06-03T09:47:22.249Z,ICICI,ORD-A5721ED28164,SETTLED
ICICI202606042158684,418939085843,3714561,INR,2026-05-29T07:47:22.249Z,ICICI,ORD-F9977A84DD77,SETTLED
ICICI202606043787657,044558385531,2693225,INR,2026-05-28T18:47:22.249Z,ICICI,ORD-83FBAF93905C,SETTLED
ICICI202606042592623,862540160137,2495219,INR,2026-06-04T17:47:22.249Z,ICICI,ORD-8CF414D32A40,SETTLED
ICICI202606040917481,085679657787,1336437,INR,2026-05-28T20:47:22.249Z,ICICI,ORD-DF682F85EC14,SETTLED
ICICI202606046962306,061106126846,4305656,INR,2026-06-04T12:47:22.249Z,ICICI,ORD-9EEFA0E874A4,SETTLED
ICICI202606049510636,225024660133,453069,INR,2026-05-28T22:47:22.249Z,ICICI,ORD-148B25E8F726,SETTLED
ICICI202606041546370,881118535491,4657061,INR,2026-05-31T02:47:22.249Z,ICICI,ORD-0990F26E56B3,SETTLED
ICICI202606042798547,606906798657,3101081,INR,2026-06-01T21:47:22.249Z,ICICI,ORD-88A850975E9D,SETTLED
ICICI202606041659385,442629536486,386036,INR,2026-05-30T18:47:22.249Z,ICICI,ORD-6EA2F5ADFCC5,SETTLED
ICICI202606042326327,470919376901,3565259,INR,2026-05-30T12:47:22.249Z,ICICI,ORD-90999CBE2BEC,SETTLED
ICICI202606046238214,688050072414,2904460,INR,2026-06-02T13:47:22.249Z,ICICI,ORD-EC1A2CAB02F1,SETTLED
ICICI202606042243327,239321597779,2379115,INR,2026-06-02T18:47:22.249Z,ICICI,ORD-431908739200,SETTLED
ICICI202606044300090,401156730996,3657622,INR,2026-06-03T21:47:22.249Z,ICICI,ORD-6187C277C885,SETTLED
ICICI202606041978286,154294723152,1258840,INR,2026-05-29T08:47:22.249Z,ICICI,ORD-7735F9187271,PENDING
ICICI202606048603194,341196716457,3322653,INR,2026-06-04T15:47:22.249Z,ICICI,ORD-6B2346BAC080,SETTLED
ICICI202606049064199,247667485856,921348,INR,2026-06-02T06:47:22.249Z,ICICI,ORD-C32529865375,SETTLED
ICICI202606040116162,824831787078,2530521,INR,2026-05-29T05:47:22.249Z,ICICI,ORD-85AA413767D0,SETTLED
ICICI202606049490332,050535389044,2789512,INR,2026-06-03T02:47:22.249Z,ICICI,ORD-2A08DDBA4658,SETTLED
ICICI202606049111471,988301954243,3329259,INR,2026-05-29T17:47:22.249Z,ICICI,ORD-F6751F6B0DEA,SETTLED
ICICI202606046914220,402976095273,1520804,INR,2026-05-31T18:47:22.249Z,ICICI,ORD-D8B3516E57EA,SETTLED
ICICI202606049405797,862074192818,2737728,INR,2026-06-03T05:47:22.249Z,ICICI,ORD-6CD1A32BB879,SETTLED
ICICI202606043665237,703759834555,1387820,INR,2026-06-04T05:47:22.249Z,ICICI,ORD-CBDFE0A6EE56,SETTLED
ICICI202606040648380,187317263219,2727069,INR,2026-05-30T04:47:22.249Z,ICICI,ORD-DD4B084FF8CC,SETTLED
ICICI202606048505821,546099008336,801827,INR,2026-05-30T15:47:22.249Z,ICICI,ORD-74BF9DC6F727,SETTLED
ICICI202606043299013,716363077237,1764055,INR,2026-05-31T07:47:22.249Z,ICICI,ORD-2AAF9DE68472,SETTLED
ICICI202606047729928,352854691813,4247006,INR,2026-05-29T01:47:22.249Z,ICICI,ORD-AC7391D7D8C8,SETTLED
ICICI202606040502769,693956961116,1524282,INR,2026-05-31T02:47:22.249Z,ICICI,ORD-22804851A362,SETTLED
ICICI202606048934491,521447985975,524883,INR,2026-05-31T22:47:22.249Z,ICICI,ORD-B7B51D6EEBC4,SETTLED
ICICI202606049317730,414380630272,1176979,INR,2026-05-30T14:47:22.249Z,ICICI,ORD-B3EB98CE9896,SETTLED
ICICI202606041222951,378486573388,605544,INR,2026-05-29T20:47:22.249Z,ICICI,ORD-38C152B8E28E,SETTLED
ICICI202606047133057,065309689737,4463243,INR,2026-05-31T17:47:22.249Z,ICICI,ORD-9A3DC1103EDA,PENDING
ICICI202606044484168,171003741517,2773004,INR,2026-05-31T23:47:22.250Z,ICICI,ORD-EB2B7C3650B2,SETTLED
ICICI202606044006205,480449246551,1461290,INR,2026-06-03T19:47:22.250Z,ICICI,ORD-4AFC59044DC6,SETTLED
ICICI202606046855437,894233594995,398504,INR,2026-06-02T09:47:22.250Z,ICICI,ORD-875E148B2206,SETTLED
ICICI202606046495560,158122926495,1798870,INR,2026-05-29T10:47:22.250Z,ICICI,ORD-10E8A686774C,SETTLED
ICICI202606046162395,767082461575,3394003,INR,2026-06-01T07:47:22.250Z,ICICI,ORD-397FC1BFAC03,SETTLED
