UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
KOTAK202606044889195,740172653034,2830439,INR,2026-05-29T19:48:18.329Z,KOTAK,ORD-E69FA1DCDC65,SETTLED
KOTAK202606045642780,211869875298,323731,INR,2026-06-01T20:48:18.329Z,KOTAK,ORD-67FCFDB54352,PENDING
KOTAK202606048124021,678641247559,1491251,INR,2026-06-02T03:48:18.329Z,KOTAK,ORD-AF05228D4C16,SETTLED
KOTAK202606045789666,718118497928,1357696,INR,2026-05-31T14:48:18.329Z,KOTAK,ORD-7AB3E1162E7E,SETTLED
KOTAK202606044463158,595238051713,2535999,INR,2026-06-04T04:48:18.329Z,KOTAK,ORD-2703220F6BBF,SETTLED
KOTAK202606044099012,961137670209,3584836,INR,2026-06-01T15:48:18.329Z,KOTAK,ORD-A71DBFAA5212,SETTLED
KOTAK202606046324074,817554433649,1345354,INR,2026-06-03T05:48:18.329Z,KOTAK,ORD-AEB7637022FD,SETTLED
KOTAK202606046073390,759242819477,1796225,INR,2026-06-01T02:48:18.329Z,KOTAK,ORD-CC7C088F1C47,SETTLED
KOTAK202606048058624,934450463708,884816,INR,2026-06-04T06:48:18.329Z,KOTAK,ORD-D27D5961D30D,SETTLED
KOTAK202606040782800,718239311647,1965406,INR,2026-05-31T05:48:18.329Z,KOTAK,ORD-5C423E6B541A,SETTLED
KOTAK202606040396314,795463126074,978725,INR,2026-05-28T19:48:18.329Z,KOTAK,ORD-BD7772B4C3B3,SETTLED
KOTAK202606046670048,263296304343,1831092,INR,2026-06-01T13:48:18.329Z,KOTAK,ORD-7040C1DC1EA3,SETTLED
KOTAK202606042675072,901170409843,4076887,INR,2026-05-31T20:48:18.329Z,KOTAK,ORD-7B23D9771B41,SETTLED
KOTAK202606041275306,879023623649,3842944,INR,2026-06-03T17:48:18.329Z,KOTAK,ORD-FFB5D26846CF,SETTLED
KOTAK202606045011456,066287480336,1922241,INR,2026-06-03T16:48:18.329Z,KOTAK,ORD-18EA75241A38,SETTLED
KOTAK202606041541800,761871815000,4047719,INR,2026-06-02T16:48:18.329Z,KOTAK,ORD-B14FDF1838DE,SETTLED
KOTAK202606042332745,066171644681,1791305,INR,2026-06-02T03:48:18.329Z,KOTAK,ORD-780E5DB1CEE6,SETTLED
KOTAK202606043760844,001992815777,1496210,INR,2026-05-30T07:48:18.329Z,KOTAK,ORD-B869BBF6BCBE,SETTLED
KOTAK202606044771342,204502514462,3600337,INR,2026-06-03T01:48:18.329Z,KOTAK,ORD-EE04D3DB0087,SETTLED
KOTAK202606047698540,874838571987,3928611,INR,2026-06-02T09:48:18.329Z,KOTAK,ORD-06A9FC633B4C,SETTLED
KOTAK202606046141300,239135509399,1240293,INR,2026-06-01T10:48:18.329Z,KOTAK,ORD-53C3A5A48FF6,SETTLED
KOTAK202606041387701,738977991539,4634587,INR,2026-06-02T16:48:18.329Z,KOTAK,ORD-4814D6BD7B41,SETTLED
KOTAK202606040721621,056849555823,965051,INR,2026-05-29T17:48:18.329Z,KOTAK,ORD-FD048ECB2BEB,SETTLED
KOTAK202606041649407,297817606484,2547179,INR,2026-06-02T05:48:18.330Z,KOTAK,ORD-B4D0454CC4D6,SETTLED
KOTAK202606042958967,223223625509,1859672,INR,2026-05-30T12:48:18.330Z,KOTAK,ORD-F1E64FF0CD38,SETTLED
KOTAK202606048005012,505978970683,3561099,INR,2026-05-31T21:48:18.330Z,KOTAK,ORD-BCAFFA6EE104,SETTLED
KOTAK202606041268047,260484671768,1588005,INR,2026-05-28T21:48:18.330Z,KOTAK,ORD-FB603C177D58,SETTLED
KOTAK202606049973596,620994969569,741660,INR,2026-06-03T11:48:18.330Z,KOTAK,ORD-45F57D600F0E,SETTLED
KOTAK202606042994399,943359535758,667813,INR,2026-06-03T21:48:18.330Z,KOTAK,ORD-2D7DAE9E6C27,SETTLED
KOTAK202606040865195,962780667281,1807565,INR,2026-06-02T17:48:18.330Z,KOTAK,ORD-C815CAC67E26,SETTLED
KOTAK202606046696081,445589567568,334523,INR,2026-05-30T00:48:18.330Z,KOTAK,ORD-AFC5878929EB,SETTLED
KOTAK202606047838404,194843745356,3722404,INR,2026-06-02T23:48:18.330Z,KOTAK,ORD-5B6AC060F09E,SETTLED
KOTAK202606047712962,592575922280,2235537,INR,2026-06-04T06:48:18.330Z,KOTAK,ORD-F08817955E8A,SETTLED
KOTAK202606049774768,180501707310,3775183,INR,2026-06-04T04:48:18.330Z,KOTAK,ORD-7DEB16C0354A,SETTLED
KOTAK202606049711751,807864789314,861443,INR,2026-06-03T07:48:18.330Z,KOTAK,ORD-3C30AA0F8C7C,SETTLED
KOTAK202606042338468,715518840679,262285,INR,2026-05-30T20:48:18.330Z,KOTAK,ORD-AC1C8868ABBB,SETTLED
KOTAK202606044997420,604902361531,3141030,INR,2026-05-30T21:48:18.330Z,KOTAK,ORD-F4719B2A1EC1,SETTLED
KOTAK202606046509364,009654715042,1801159,INR,2026-05-28T20:48:18.330Z,KOTAK,ORD-9B1672114BDD,SETTLED
KOTAK202606042651092,227769868537,400717,INR,2026-06-03T16:48:18.330Z,KOTAK,ORD-972693DC40BC,SETTLED
KOTAK202606048739017,747078936250,4171383,INR,2026-06-02T16:48:18.330Z,KOTAK,ORD-CEE16B2EA965,SETTLED
KOTAK202606043590698,228288621432,3833680,INR,2026-05-31T20:48:18.330Z,KOTAK,ORD-627348728EA6,SETTLED
KOTAK202606042814304,774073388572,4813906,INR,2026-05-29T13:48:18.330Z,KOTAK,ORD-CA9B743B2B87,SETTLED
KOTAK202606041426570,648893356954,3043977,INR,2026-06-02T15:48:18.330Z,KOTAK,ORD-2E8550638A9E,SETTLED
KOTAK202606046056946,336920854048,4709929,INR,2026-05-31T11:48:18.330Z,KOTAK,ORD-53103046B1BC,SETTLED
KOTAK202606048554214,982782275649,1388619,INR,2026-06-02T14:48:18.330Z,KOTAK,ORD-0E90987D8867,SETTLED
KOTAK202606041344512,107189055763,2150566,INR,2026-06-03T07:48:18.330Z,KOTAK,ORD-5812C0210935,SETTLED
KOTAK202606042820777,973712917249,2691134,INR,2026-06-02T20:48:18.330Z,KOTAK,ORD-86D637EE5DA9,SETTLED
KOTAK202606045063841,403244013390,4546211,INR,2026-06-01T04:48:18.330Z,KOTAK,ORD-733796309577,SETTLED
KOTAK202606047139152,545903091778,3499010,INR,2026-06-02T10:48:18.330Z,KOTAK,ORD-5032F799B0D9,SETTLED
KOTAK202606042480879,242630877895,2079923,INR,2026-05-30T14:48:18.330Z,KOTAK,ORD-860BC040ED05,SETTLED
KOTAK202606045233631,879830739196,1968320,INR,2026-06-03T12:48:18.330Z,KOTAK,ORD-1EEA59050252,SETTLED
KOTAK202606046763426,491677685412,4933381,INR,2026-06-02T12:48:18.330Z,KOTAK,ORD-25D54CCCC6C6,SETTLED
KOTAK202606043398179,105565824305,1021448,INR,2026-06-01T16:48:18.330Z,KOTAK,ORD-BE86B2E4D661,SETTLED
KOTAK202606042605371,211442138134,1930696,INR,2026-05-31T10:48:18.330Z,KOTAK,ORD-69B792BA922B,SETTLED
KOTAK202606048187995,781977973115,2620933,INR,2026-06-01T09:48:18.330Z,KOTAK,ORD-1D9C8840A568,SETTLED
KOTAK202606042647578,002671961307,47681,INR,2026-05-31T03:48:18.330Z,KOTAK,ORD-486A9D86C5E8,SETTLED
