UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
HDFC202606049532748,526070160155,82000,INR,2026-06-04T18:18:50.167Z,HDFC,ORD-DEMO-136E5C6DECF64DD965226D72,SETTLED
HDFC202606042832952,017698143923,89311,INR,2026-06-04T18:18:50.315Z,HDFC,ORD-DEMO-D5C0DFDE85C3484C5F233D5A,SETTLED
HDFC202606042023069,763121837789,96622,INR,2026-06-04T18:18:50.464Z,HDFC,ORD-DEMO-ACDBDFBD3BDEBCE11D73B17A,SETTLED
HDFC202606045671124,236658147943,103933,INR,2026-06-04T18:18:50.613Z,HDFC,ORD-DEMO-1A86D3AE69C5FE9A4DC782EF,SETTLED
HDFC202606049242539,422288982235,111244,INR,2026-06-04T18:18:50.731Z,HDFC,ORD-DEMO-9358790E90E6A7D53D1DB9A1,SETTLED
HDFC202606047829026,280426608276,118555,INR,2026-06-04T18:18:50.817Z,HDFC,ORD-DEMO-130A6CC689322DEEEB5E0F53,SETTLED
HDFC202606043506209,669531191433,125866,INR,2026-06-04T18:18:50.904Z,HDFC,ORD-DEMO-86BE65F05EC7A1B1B93F1678,SETTLED
HDFC202606041971784,101692499165,133177,INR,2026-06-04T18:18:50.990Z,HDFC,ORD-DEMO-CA680570838286E353BF695B,SETTLED
ICICI202606045117509,852486284082,124000,INR,2026-06-04T17:18:51.078Z,ICICI,ORD-DEMO-9C0D2FA7B50E6CCEDB6A6E4C,SETTLED
ICICI202606046593121,333477873199,131311,INR,2026-06-04T17:07:51.164Z,ICICI,ORD-DEMO-4772D0F66995EA3BC3F91A7F,SETTLED
ICICI202606045470902,087000228037,138622,INR,2026-06-04T16:56:51.252Z,ICICI,ORD-DEMO-C07ABFDFD101CC0C1BA6367F,SETTLED
ICICI202606043412827,312370545660,145933,INR,2026-06-04T16:45:51.338Z,ICICI,ORD-DEMO-053644FD256F4E6F16A8579D,SETTLED
AXIS202606040308753,609276631805,158800,INR,2026-06-04T18:18:51.425Z,AXIS,ORD-DEMO-15B87D2F055ABFC29A69B978,SETTLED
AXIS202606047285350,772526132285,166036,INR,2026-06-04T18:07:51.510Z,AXIS,ORD-DEMO-B051F4B389A5011994085015,SETTLED
AXIS202606044823126,117431834654,173272,INR,2026-06-04T17:56:51.597Z,AXIS,ORD-DEMO-BD238541E6F652D9F237E0C9,SETTLED
AXIS202606041009818,196094538075,180508,INR,2026-06-04T17:45:51.683Z,AXIS,ORD-DEMO-8828A4717F92A245BBF36FA6,SETTLED
SBI202606044084432,525492055447,54000,INR,2026-06-04T18:18:51.683Z,SBI,BANK-ONLY-6049E18E7D34,SETTLED
SBI202606041995250,789678037039,61311,INR,2026-06-04T18:18:51.683Z,SBI,BANK-ONLY-A8277C095ACA,SETTLED
SBI202606045840958,263231648503,68622,INR,2026-06-04T18:18:51.683Z,SBI,BANK-ONLY-9212E0E85A8B,SETTLED
SBI202606043612346,199888845994,75933,INR,2026-06-04T18:18:51.683Z,SBI,BANK-ONLY-6769DB3391FE,SETTLED
SBI202606046228261,835403921828,3485506,INR,2026-06-04T18:18:52.033Z,ICICI,NOISE-986B9F76EDB248BA,SETTLED
AXIS202606045037609,510582614117,851462,INR,2026-06-04T18:18:52.033Z,KOTAK,NOISE-6FF646BE57215189,SETTLED
AXIS202606041818005,464507264429,1047335,INR,2026-06-04T18:18:52.033Z,HDFC,NOISE-0B49877BE470AD3B,SETTLED
ICICI202606041072362,824985848604,684606,INR,2026-06-04T18:18:52.033Z,HDFC,NOISE-D9B9368DE4932F30,SETTLED
AXIS202606045569735,215629570359,921908,INR,2026-06-04T18:18:52.033Z,ICICI,NOISE-82DA850519BE7A76,SETTLED
SBI202606045582129,767947851931,4384393,INR,2026-06-04T18:18:52.033Z,ICICI,NOISE-C0F9BF8802EDF084,SETTLED
HDFC202606048676813,921175325187,482981,INR,2026-06-04T18:18:52.033Z,ICICI,NOISE-3CA7CED47EAD9B82,SETTLED
SBI202606041367813,951814830025,3850400,INR,2026-06-04T18:18:52.033Z,ICICI,NOISE-6CFE67E87144B041,SETTLED
AXIS202606048764373,626728231785,409566,INR,2026-06-04T18:18:52.033Z,AXIS,NOISE-D639496634238F50,SETTLED
ICICI202606048351941,233358193415,708785,INR,2026-06-04T18:18:52.033Z,SBI,NOISE-3B035146E25500E0,SETTLED
AXIS202606046148446,575081099915,2783960,INR,2026-06-04T18:18:52.033Z,KOTAK,NOISE-88F6CC4EC8F6C658,SETTLED
ICICI202606049403942,275847870459,4452689,INR,2026-06-04T18:18:52.033Z,HDFC,NOISE-D813A4404574D059,SETTLED
AXIS202606047421550,045979009402,2301833,INR,2026-06-04T18:18:52.033Z,AXIS,NOISE-E884783B0BC69515,SETTLED
SBI202606049488496,025230118554,2514624,INR,2026-06-04T18:18:52.033Z,HDFC,NOISE-42C00AAC9ED0C1DA,SETTLED
KOTAK202606041330448,589371954187,1306835,INR,2026-06-04T18:18:52.033Z,AXIS,NOISE-B837CAFFA37AF6DD,SETTLED
KOTAK202606040614914,812341528759,4986453,INR,2026-06-04T18:18:52.033Z,SBI,NOISE-180F17C5C3078F0F,SETTLED
