UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
HDFC202605231258351,457712087864,4586370,INR,2026-05-23T10:53:47.965Z,HDFC,ORD-B3ED148BA666,SETTLED
HDFC202605233277983,852207908768,3533923,INR,2026-05-19T06:53:47.965Z,HDFC,ORD-4C248B32751B,SETTLED
HDFC202605238782847,635642722855,2090103,INR,2026-05-20T14:53:47.965Z,HDFC,ORD-6C6DADCB9220,SETTLED
HDFC202605230705209,571021652839,4696490,INR,2026-05-21T10:53:47.965Z,HDFC,ORD-92D871C6C9BB,SETTLED
HDFC202605238134220,829592624034,2960515,INR,2026-05-22T22:53:47.965Z,HDFC,ORD-C30C59DDCC6F,SETTLED
HDFC202605232094089,387765389708,3549395,INR,2026-05-20T02:53:47.965Z,HDFC,ORD-3600E9544802,SETTLED
HDFC202605236656223,218667655200,1409587,INR,2026-05-19T03:53:47.965Z,HDFC,ORD-15114F81BA5C,SETTLED
HDFC202605239184158,107818869866,3371018,INR,2026-05-17T11:53:47.965Z,HDFC,ORD-0FF478006EAC,SETTLED
HDFC202605232207600,216415932765,1970813,INR,2026-05-18T11:53:47.965Z,HDFC,ORD-3A94C0E7FF96,SETTLED
HDFC202605233855827,515527345594,1827316,INR,2026-05-21T21:53:47.965Z,HDFC,ORD-EA5949FC9715,SETTLED
HDFC202605231359036,840171228519,691479,INR,2026-05-19T15:53:47.965Z,HDFC,ORD-A2E7FDA9674E,SETTLED
HDFC202605236224798,650562626788,976108,INR,2026-05-23T19:53:47.965Z,HDFC,ORD-5DF1680FD5A6,SETTLED
HDFC202605231922402,595515658044,2991204,INR,2026-05-18T12:53:47.965Z,HDFC,ORD-71BA042399F2,SETTLED
HDFC202605238091694,909660250112,4025138,INR,2026-05-19T11:53:47.965Z,HDFC,ORD-6BE663CE15D6,SETTLED
HDFC202605233896797,278869158098,3271856,INR,2026-05-21T10:53:47.965Z,HDFC,ORD-B95DB3D7971E,SETTLED
