UTR,RRN,Amount,Currency,Settlement_Date,Bank_Name,Merchant_Ref,Status
KOTAK202605236652177,888040980831,1357095,INR,2026-05-19T20:54:06.271Z,KOTAK,ORD-64F702A5CB6B,SETTLED
KOTAK202605234195922,167637562177,2768490,INR,2026-05-24T03:54:06.271Z,KOTAK,ORD-6364FA145E6B,SETTLED
KOTAK202605235877858,367696129623,2712532,INR,2026-05-22T11:54:06.271Z,KOTAK,ORD-FFDC9896B16B,SETTLED
KOTAK202605233741465,314282653577,2234119,INR,2026-05-18T15:54:06.271Z,KOTAK,ORD-90E8DFDBDF3A,SETTLED
KOTAK202605238495261,612034312685,1369205,INR,2026-05-17T16:54:06.271Z,KOTAK,ORD-B2F9E2F3696C,SETTLED
KOTAK202605232606213,853165121687,1554042,INR,2026-05-17T18:54:06.271Z,KOTAK,ORD-852C81434110,SETTLED
KOTAK202605230776726,048562631065,1501645,INR,2026-05-22T02:54:06.271Z,KOTAK,ORD-A8D3EB0A4325,SETTLED
KOTAK202605230425092,873506947191,989834,INR,2026-05-20T17:54:06.271Z,KOTAK,ORD-F9C7456D7034,SETTLED
KOTAK202605234020671,854291609859,1209302,INR,2026-05-23T15:54:06.271Z,KOTAK,ORD-997D05D0845B,SETTLED
KOTAK202605230385955,191617579651,885683,INR,2026-05-19T04:54:06.271Z,KOTAK,ORD-9588816B0F6E,SETTLED
KOTAK202605231497788,266945920428,1815462,INR,2026-05-23T11:54:06.271Z,KOTAK,ORD-C662151F7670,PENDING
KOTAK202605238409545,253361895643,2161629,INR,2026-05-21T22:54:06.271Z,KOTAK,ORD-A9604E165CAA,SETTLED
KOTAK202605234008384,051070661647,1598180,INR,2026-05-24T01:54:06.272Z,KOTAK,ORD-7EE7BEC1956A,SETTLED
KOTAK202605232798586,672761553375,4668648,INR,2026-05-22T08:54:06.272Z,KOTAK,ORD-08FF755FD3D9,SETTLED
KOTAK202605238650162,123312709356,3535023,INR,2026-05-18T05:54:06.272Z,KOTAK,ORD-3F0D44DC9F64,SETTLED
KOTAK202605237364417,348780453877,2799806,INR,2026-05-24T02:54:06.272Z,KOTAK,ORD-DFEEDADD5D06,SETTLED
KOTAK202605238276500,626655833919,4243904,INR,2026-05-23T12:54:06.272Z,KOTAK,ORD-3EB0E567DE42,SETTLED
